,data,time,real_time,hour,price_date,str_price_date,all_return,c_return,all_days_std,all_days_mean,all_days_std_year,all_days_sharp_ratio
4,"[{'symbol_id': 'FC0387', 'symbols': [{'id': '3296', 'reason': '', 'change_rate': -2.01, 'change_rate_new': -0.020099999999999996, 'open': 15, 'close': 14.65, 'change_rate_today': -0.02333333333333331, 'name': '勝德'}, {'id': '3617', 'reason': '', 'change_rate': 0.23, 'change_rate_new': 0.0023, 'open': 87.3, 'close': 87.5, 'change_rate_today': 0.0022909507445590246, 'name': '碩天'}, {'id': '4725', 'reason': '', 'change_rate': 0.56, 'change_rate_new': 0.005600000000000001, 'open': 17.8, 'close': 17.8, 'change_rate_today': 0.0, 'name': '信昌化'}, {'id': '6120', 'reason': '', 'change_rate': -1.27, 'change_rate_new': -0.0127, 'open': 11.8, 'close': 11.65, 'change_rate_today': -0.01271186440677969, 'name': '達運'}, {'id': '2236', 'reason': '', 'change_rate': 0, 'change_rate_new': 0.0, 'open': 17.05, 'close': 16.9, 'change_rate_today': -0.008797653958944406, 'name': '百達-KY'}, {'id': '2323', 'reason': '', 'change_rate': 1.32, 'change_rate_new': 0.0132, 'open': 7.57, 'close': 7.65, 'change_rate_today': 0.010568031704095121, 'name': '中環'}, {'id': '2338', 'reason': '', 'change_rate': 5.73, 'change_rate_new': 0.057300000000000004, 'open': 28.05, 'close': 29.5, 'change_rate_today': 0.05169340463458108, 'name': '光罩'}, {'id': '2506', 'reason': '', 'change_rate': -0.3, 'change_rate_new': -0.003, 'open': 10, 'close': 9.97, 'change_rate_today': -0.002999999999999936, 'name': '太設'}, {'id': '3050', 'reason': '', 'change_rate': 0, 'change_rate_new': 0.0, 'open': 9.93, 'close': 9.86, 'change_rate_today': -0.007049345417925507, 'name': '鈺德'}, {'id': '8429', 'reason': '', 'change_rate': -0.34, 'change_rate_new': -0.0034000000000000002, 'open': 8.9, 'close': 8.71, 'change_rate_today': -0.021348314606741515, 'name': '金麗-KY'}, {'id': '3085', 'reason': '', 'change_rate': -0.15, 'change_rate_new': -0.0015, 'open': 6.7, 'close': 6.7, 'change_rate_today': 0.0, 'name': '新零售'}, {'id': '3434', 'reason': '', 'change_rate': 9.96, 'change_rate_new': 0.09960000000000001, 'open': 13.45, 'close': 13.8, 'change_rate_today': 0.026022304832713863, 'name': '哲固'}, {'id': '5276', 'reason': '', 'change_rate': 0.63, 'change_rate_new': 0.0063, 'open': 9.68, 'close': 9.55, 'change_rate_today': -0.0134297520661156, 'name': '達輝-KY'}, {'id': '5348', 'reason': '', 'change_rate': -0.27, 'change_rate_new': -0.0027, 'open': 7.25, 'close': 7.45, 'change_rate_today': 0.027586206896551748, 'name': '系通'}, {'id': '5487', 'reason': '', 'change_rate': -1, 'change_rate_new': -0.01, 'open': 34.8, 'close': 34.7, 'change_rate_today': -0.0028735632183906415, 'name': '通泰'}, {'id': '6259', 'reason': '', 'change_rate': 0, 'change_rate_new': 0.0, 'open': 2.71, 'close': 2.71, 'change_rate_today': 0.0, 'name': '百徽'}, {'id': '8921', 'reason': '', 'change_rate': 1.08, 'change_rate_new': 0.0108, 'open': 13.95, 'close': 13.95, 'change_rate_today': 0.0, 'name': '沈氏'}, {'id': '5233', 'reason': '', 'change_rate': -3.85, 'change_rate_new': -0.0385, 'open': 25.95, 'close': 24.75, 'change_rate_today': -0.046242774566473965, 'name': '有量'}, {'id': '6027', 'reason': '', 'change_rate': 7.35, 'change_rate_new': 0.0735, 'open': 4.08, 'close': 4.58, 'change_rate_today': 0.12254901960784313, 'name': '德信'}, {'id': '6652', 'reason': '', 'change_rate': 8.27, 'change_rate_new': 0.0827, 'open': 28.29, 'close': 32, 'change_rate_today': 0.13114174620007074, 'name': '雅祥生醫'}, {'id': '6668', 'reason': '', 'change_rate': -2.29, 'change_rate_new': -0.0229, 'open': 70.5, 'close': 68.4, 'change_rate_today': -0.02978723404255311, 'name': '中揚光'}, {'id': '6682', 'reason': '', 'change_rate': -0.46, 'change_rate_new': -0.0046, 'open': 6.55, 'close': 6.45, 'change_rate_today': -0.01526717557251903, 'name': '碩鑽材料'}]}]",2020-07-27 12:17:18.040,2020-07-27 20:17:18.040,20,2020-07-28,2020-07-28,0.008545938792301729,0.008545938792301729,,,,
5,"[{'symbol_id': 'FC0387', 'symbols': [{'id': '3434', 'reason': '', 'change_rate': -8.7, 'change_rate_new': -0.087, 'open': 14.4, 'close': 12.6, 'change_rate_today': -0.12500000000000006, 'name': '哲固'}, {'id': '8927', 'reason': '', 'change_rate': 0, 'change_rate_new': 0.0, 'open': 15.55, 'close': 15.55, 'change_rate_today': 0.0, 'name': '北基'}]}]",2020-07-28 12:17:10.859,2020-07-28 20:17:10.859,20,2020-07-29,2020-07-29,-0.06250000000000003,-0.0544881823822172,,,,
6,"[{'symbol_id': 'FC0387', 'symbols': [{'id': '3434', 'reason': '', 'change_rate': -8.7, 'change_rate_new': -0.087, 'open': 14.4, 'close': 12.6, 'change_rate_today': -0.12500000000000006, 'name': '哲固'}, {'id': '8927', 'reason': '', 'change_rate': 0, 'change_rate_new': 0.0, 'open': 15.55, 'close': 15.55, 'change_rate_today': 0.0, 'name': '北基'}]}]",2020-07-29 12:17:19.683,2020-07-29 20:17:19.683,20,2020-07-30,2020-07-30,-0.06250000000000003,-0.0544881823822172,,,,
7,"[{'symbol_id': 'FC0387', 'symbols': [{'id': '3434', 'reason': '', 'change_rate': -8.7, 'change_rate_new': -0.087, 'open': 14.4, 'close': 12.6, 'change_rate_today': -0.12500000000000006, 'name': '哲固'}, {'id': '8927', 'reason': '', 'change_rate': 0, 'change_rate_new': 0.0, 'open': 15.55, 'close': 15.55, 'change_rate_today': 0.0, 'name': '北基'}]}]",2020-07-30 12:17:21.157,2020-07-30 20:17:21.157,20,2020-07-31,2020-07-31,-0.06250000000000003,-0.0544881823822172,,,,
8,"[{'symbol_id': 'FC0387', 'symbols': [{'id': '3434', 'reason': '', 'change_rate': -8.7, 'change_rate_new': -0.087, 'open': 14.4, 'close': 12.6, 'change_rate_today': -0.12500000000000006, 'name': '哲固'}, {'id': '8927', 'reason': '', 'change_rate': 0, 'change_rate_new': 0.0, 'open': 15.55, 'close': 15.55, 'change_rate_today': 0.0, 'name': '北基'}]}]",2020-07-31 12:17:24.410,2020-07-31 20:17:24.410,20,2020-08-03,2020-08-03,-0.06250000000000003,-0.0544881823822172,,,,
9,"[{'symbol_id': 'FC0387', 'symbols': [{'id': '3434', 'reason': '', 'change_rate': -8.7, 'change_rate_new': -0.087, 'open': 14.4, 'close': 12.6, 'change_rate_today': -0.12500000000000006, 'name': '哲固'}, {'id': '8927', 'reason': '', 'change_rate': 0, 'change_rate_new': 0.0, 'open': 15.55, 'close': 15.55, 'change_rate_today': 0.0, 'name': '北基'}]}]",2020-08-03 12:17:24.923,2020-08-03 20:17:24.923,20,2020-08-04,2020-08-04,-0.06250000000000003,-0.0544881823822172,,,,
10,"[{'symbol_id': 'FC0387', 'symbols': [{'id': '6131', 'reason': '', 'change_rate': -10, 'change_rate_new': -0.1, 'open': 3.81, 'close': 3.42, 'change_rate_today': -0.10236220472440948, 'name': '鈞泰'}, {'id': '2323', 'reason': '', 'change_rate': -0.26, 'change_rate_new': -0.0026, 'open': 7.72, 'close': 7.68, 'change_rate_today': -0.005181347150259072, 'name': '中環'}, {'id': '2364', 'reason': '', 'change_rate': -2.55, 'change_rate_new': -0.0255, 'open': 2.29, 'close': 2.29, 'change_rate_today': 0.0, 'name': '倫飛'}, {'id': '9946', 'reason': '', 'change_rate': 0.56, 'change_rate_new': 0.005600000000000001, 'open': 17.9, 'close': 18.1, 'change_rate_today': 0.01117318435754206, 'name': '三發地產'}, {'id': '4413', 'reason': '', 'change_rate': 9.09, 'change_rate_new': 0.0909, 'open': 14.85, 'close': 16.2, 'change_rate_today': 0.09090909090909088, 'name': '飛寶企業'}, {'id': '5355', 'reason': '', 'change_rate': 0.39, 'change_rate_new': 0.0039000000000000003, 'open': 5.19, 'close': 5.17, 'change_rate_today': -0.0038535645472062546, 'name': '佳總'}, {'id': '6188', 'reason': '', 'change_rate': -1.53, 'change_rate_new': -0.015300000000000001, 'open': 35.6, 'close': 35.3, 'change_rate_today': -0.008426966292134951, 'name': '廣明'}, {'id': '6259', 'reason': '', 'change_rate': 9.64, 'change_rate_new': 0.0964, 'open': 2.73, 'close': 2.73, 'change_rate_today': 0.0, 'name': '百徽'}, {'id': '8927', 'reason': '', 'change_rate': -0.96, 'change_rate_new': -0.0096, 'open': 15.2, 'close': 15.45, 'change_rate_today': 0.01644736842105263, 'name': '北基'}]}]",2020-08-04 12:17:12.226,2020-08-04 20:17:12.226,20,2020-08-05,2020-08-05,-0.00014382655848046486,-0.05462417209294779,,,,
11,"[{'symbol_id': 'FC0387', 'symbols': [{'id': '6131', 'reason': '', 'change_rate': -10, 'change_rate_new': -0.1, 'open': 3.81, 'close': 3.42, 'change_rate_today': -0.10236220472440948, 'name': '鈞泰'}, {'id': '2323', 'reason': '', 'change_rate': -0.26, 'change_rate_new': -0.0026, 'open': 7.72, 'close': 7.68, 'change_rate_today': -0.005181347150259072, 'name': '中環'}, {'id': '2364', 'reason': '', 'change_rate': -2.55, 'change_rate_new': -0.0255, 'open': 2.29, 'close': 2.29, 'change_rate_today': 0.0, 'name': '倫飛'}, {'id': '9946', 'reason': '', 'change_rate': 0.56, 'change_rate_new': 0.005600000000000001, 'open': 17.9, 'close': 18.1, 'change_rate_today': 0.01117318435754206, 'name': '三發地產'}, {'id': '4413', 'reason': '', 'change_rate': 9.09, 'change_rate_new': 0.0909, 'open': 14.85, 'close': 16.2, 'change_rate_today': 0.09090909090909088, 'name': '飛寶企業'}, {'id': '5355', 'reason': '', 'change_rate': 0.39, 'change_rate_new': 0.0039000000000000003, 'open': 5.19, 'close': 5.17, 'change_rate_today': -0.0038535645472062546, 'name': '佳總'}, {'id': '6188', 'reason': '', 'change_rate': -1.53, 'change_rate_new': -0.015300000000000001, 'open': 35.6, 'close': 35.3, 'change_rate_today': -0.008426966292134951, 'name': '廣明'}, {'id': '6259', 'reason': '', 'change_rate': 9.64, 'change_rate_new': 0.0964, 'open': 2.73, 'close': 2.73, 'change_rate_today': 0.0, 'name': '百徽'}, {'id': '8927', 'reason': '', 'change_rate': -0.96, 'change_rate_new': -0.0096, 'open': 15.2, 'close': 15.45, 'change_rate_today': 0.01644736842105263, 'name': '北基'}]}]",2020-08-05 12:17:10.101,2020-08-05 20:17:10.101,20,2020-08-06,2020-08-06,-0.00014382655848046486,-0.05462417209294779,,,,
12,"[{'symbol_id': 'FC0387', 'symbols': [{'id': '6131', 'reason': '', 'change_rate': -10, 'change_rate_new': -0.1, 'open': 3.81, 'close': 3.42, 'change_rate_today': -0.10236220472440948, 'name': '鈞泰'}, {'id': '2323', 'reason': '', 'change_rate': -0.26, 'change_rate_new': -0.0026, 'open': 7.72, 'close': 7.68, 'change_rate_today': -0.005181347150259072, 'name': '中環'}, {'id': '2364', 'reason': '', 'change_rate': -2.55, 'change_rate_new': -0.0255, 'open': 2.29, 'close': 2.29, 'change_rate_today': 0.0, 'name': '倫飛'}, {'id': '9946', 'reason': '', 'change_rate': 0.56, 'change_rate_new': 0.005600000000000001, 'open': 17.9, 'close': 18.1, 'change_rate_today': 0.01117318435754206, 'name': '三發地產'}, {'id': '4413', 'reason': '', 'change_rate': 9.09, 'change_rate_new': 0.0909, 'open': 14.85, 'close': 16.2, 'change_rate_today': 0.09090909090909088, 'name': '飛寶企業'}, {'id': '5355', 'reason': '', 'change_rate': 0.39, 'change_rate_new': 0.0039000000000000003, 'open': 5.19, 'close': 5.17, 'change_rate_today': -0.0038535645472062546, 'name': '佳總'}, {'id': '6188', 'reason': '', 'change_rate': -1.53, 'change_rate_new': -0.015300000000000001, 'open': 35.6, 'close': 35.3, 'change_rate_today': -0.008426966292134951, 'name': '廣明'}, {'id': '6259', 'reason': '', 'change_rate': 9.64, 'change_rate_new': 0.0964, 'open': 2.73, 'close': 2.73, 'change_rate_today': 0.0, 'name': '百徽'}, {'id': '8927', 'reason': '', 'change_rate': -0.96, 'change_rate_new': -0.0096, 'open': 15.2, 'close': 15.45, 'change_rate_today': 0.01644736842105263, 'name': '北基'}]}]",2020-08-06 12:17:26.712,2020-08-06 20:17:26.712,20,2020-08-07,2020-08-07,-0.00014382655848046486,-0.05462417209294779,,,,
13,"[{'symbol_id': 'FC0387', 'symbols': [{'id': '6131', 'reason': '', 'change_rate': -10, 'change_rate_new': -0.1, 'open': 3.81, 'close': 3.42, 'change_rate_today': -0.10236220472440948, 'name': '鈞泰'}, {'id': '2323', 'reason': '', 'change_rate': -0.26, 'change_rate_new': -0.0026, 'open': 7.72, 'close': 7.68, 'change_rate_today': -0.005181347150259072, 'name': '中環'}, {'id': '2364', 'reason': '', 'change_rate': -2.55, 'change_rate_new': -0.0255, 'open': 2.29, 'close': 2.29, 'change_rate_today': 0.0, 'name': '倫飛'}, {'id': '9946', 'reason': '', 'change_rate': 0.56, 'change_rate_new': 0.005600000000000001, 'open': 17.9, 'close': 18.1, 'change_rate_today': 0.01117318435754206, 'name': '三發地產'}, {'id': '4413', 'reason': '', 'change_rate': 9.09, 'change_rate_new': 0.0909, 'open': 14.85, 'close': 16.2, 'change_rate_today': 0.09090909090909088, 'name': '飛寶企業'}, {'id': '5355', 'reason': '', 'change_rate': 0.39, 'change_rate_new': 0.0039000000000000003, 'open': 5.19, 'close': 5.17, 'change_rate_today': -0.0038535645472062546, 'name': '佳總'}, {'id': '6188', 'reason': '', 'change_rate': -1.53, 'change_rate_new': -0.015300000000000001, 'open': 35.6, 'close': 35.3, 'change_rate_today': -0.008426966292134951, 'name': '廣明'}, {'id': '6259', 'reason': '', 'change_rate': 9.64, 'change_rate_new': 0.0964, 'open': 2.73, 'close': 2.73, 'change_rate_today': 0.0, 'name': '百徽'}, {'id': '8927', 'reason': '', 'change_rate': -0.96, 'change_rate_new': -0.0096, 'open': 15.2, 'close': 15.45, 'change_rate_today': 0.01644736842105263, 'name': '北基'}]}]",2020-08-07 12:17:12.642,2020-08-07 20:17:12.642,20,2020-08-10,2020-08-10,-0.00014382655848046486,-0.05462417209294779,,,,
14,"[{'symbol_id': 'FC0387', 'symbols': [{'id': '6131', 'reason': '', 'change_rate': -10, 'change_rate_new': -0.1, 'open': 3.81, 'close': 3.42, 'change_rate_today': -0.10236220472440948, 'name': '鈞泰'}, {'id': '2323', 'reason': '', 'change_rate': -0.26, 'change_rate_new': -0.0026, 'open': 7.72, 'close': 7.68, 'change_rate_today': -0.005181347150259072, 'name': '中環'}, {'id': '2364', 'reason': '', 'change_rate': -2.55, 'change_rate_new': -0.0255, 'open': 2.29, 'close': 2.29, 'change_rate_today': 0.0, 'name': '倫飛'}, {'id': '9946', 'reason': '', 'change_rate': 0.56, 'change_rate_new': 0.005600000000000001, 'open': 17.9, 'close': 18.1, 'change_rate_today': 0.01117318435754206, 'name': '三發地產'}, {'id': '4413', 'reason': '', 'change_rate': 9.09, 'change_rate_new': 0.0909, 'open': 14.85, 'close': 16.2, 'change_rate_today': 0.09090909090909088, 'name': '飛寶企業'}, {'id': '5355', 'reason': '', 'change_rate': 0.39, 'change_rate_new': 0.0039000000000000003, 'open': 5.19, 'close': 5.17, 'change_rate_today': -0.0038535645472062546, 'name': '佳總'}, {'id': '6188', 'reason': '', 'change_rate': -1.53, 'change_rate_new': -0.015300000000000001, 'open': 35.6, 'close': 35.3, 'change_rate_today': -0.008426966292134951, 'name': '廣明'}, {'id': '6259', 'reason': '', 'change_rate': 9.64, 'change_rate_new': 0.0964, 'open': 2.73, 'close': 2.73, 'change_rate_today': 0.0, 'name': '百徽'}, {'id': '8927', 'reason': '', 'change_rate': -0.96, 'change_rate_new': -0.0096, 'open': 15.2, 'close': 15.45, 'change_rate_today': 0.01644736842105263, 'name': '北基'}]}]",2020-08-10 12:17:11.590,2020-08-10 20:17:11.590,20,2020-08-11,2020-08-11,-0.00014382655848046486,-0.05462417209294779,,,,
15,"[{'symbol_id': 'FC0387', 'symbols': [{'id': '9928', 'reason': '', 'change_rate': 9.98, 'change_rate_new': 0.0998, 'open': 4.74, 'close': 4.74, 'change_rate_today': 0.0, 'name': '中視'}, {'id': '3536', 'reason': '', 'change_rate': 8.7, 'change_rate_new': 0.087, 'open': 3.3, 'close': 3.5, 'change_rate_today': 0.06060606060606066, 'name': '誠創'}, {'id': '5288', 'reason': '', 'change_rate': 2.62, 'change_rate_new': 0.0262, 'open': 100, 'close': 102, 'change_rate_today': 0.02, 'name': '豐祥-KY'}, {'id': '8080', 'reason': '', 'change_rate': 0.32, 'change_rate_new': 0.0032, 'open': 3.03, 'close': 3.13, 'change_rate_today': 0.033003300330033035, 'name': '永利聯合'}, {'id': '8097', 'reason': '', 'change_rate': -2.37, 'change_rate_new': -0.023700000000000002, 'open': 12.5, 'close': 12.35, 'change_rate_today': -0.012000000000000028, 'name': '常珵'}]}]",2020-08-11 12:17:16.607,2020-08-11 20:17:16.607,20,2020-08-12,2020-08-12,0.02032187218721873,-0.03541236534933456,,,,
16,"[{'symbol_id': 'FC0387', 'symbols': [{'id': '9928', 'reason': '', 'change_rate': 9.98, 'change_rate_new': 0.0998, 'open': 4.74, 'close': 4.74, 'change_rate_today': 0.0, 'name': '中視'}, {'id': '3536', 'reason': '', 'change_rate': 8.7, 'change_rate_new': 0.087, 'open': 3.3, 'close': 3.5, 'change_rate_today': 0.06060606060606066, 'name': '誠創'}, {'id': '5288', 'reason': '', 'change_rate': 2.62, 'change_rate_new': 0.0262, 'open': 100, 'close': 102, 'change_rate_today': 0.02, 'name': '豐祥-KY'}, {'id': '8080', 'reason': '', 'change_rate': 0.32, 'change_rate_new': 0.0032, 'open': 3.03, 'close': 3.13, 'change_rate_today': 0.033003300330033035, 'name': '永利聯合'}, {'id': '8097', 'reason': '', 'change_rate': -2.37, 'change_rate_new': -0.023700000000000002, 'open': 12.5, 'close': 12.35, 'change_rate_today': -0.012000000000000028, 'name': '常珵'}]}]",2020-08-12 12:17:07.545,2020-08-12 20:17:07.545,20,2020-08-13,2020-08-13,0.02032187218721873,-0.03541236534933456,,,,
17,"[{'symbol_id': 'FC0387', 'symbols': [{'id': '9928', 'reason': '', 'change_rate': 9.98, 'change_rate_new': 0.0998, 'open': 4.74, 'close': 4.74, 'change_rate_today': 0.0, 'name': '中視'}, {'id': '3536', 'reason': '', 'change_rate': 8.7, 'change_rate_new': 0.087, 'open': 3.3, 'close': 3.5, 'change_rate_today': 0.06060606060606066, 'name': '誠創'}, {'id': '5288', 'reason': '', 'change_rate': 2.62, 'change_rate_new': 0.0262, 'open': 100, 'close': 102, 'change_rate_today': 0.02, 'name': '豐祥-KY'}, {'id': '8080', 'reason': '', 'change_rate': 0.32, 'change_rate_new': 0.0032, 'open': 3.03, 'close': 3.13, 'change_rate_today': 0.033003300330033035, 'name': '永利聯合'}, {'id': '8097', 'reason': '', 'change_rate': -2.37, 'change_rate_new': -0.023700000000000002, 'open': 12.5, 'close': 12.35, 'change_rate_today': -0.012000000000000028, 'name': '常珵'}]}]",2020-08-13 12:17:13.466,2020-08-13 20:17:13.466,20,2020-08-14,2020-08-14,0.02032187218721873,-0.03541236534933456,,,,
18,"[{'symbol_id': 'FC0387', 'symbols': [{'id': '9928', 'reason': '', 'change_rate': 9.98, 'change_rate_new': 0.0998, 'open': 4.74, 'close': 4.74, 'change_rate_today': 0.0, 'name': '中視'}, {'id': '3536', 'reason': '', 'change_rate': 8.7, 'change_rate_new': 0.087, 'open': 3.3, 'close': 3.5, 'change_rate_today': 0.06060606060606066, 'name': '誠創'}, {'id': '5288', 'reason': '', 'change_rate': 2.62, 'change_rate_new': 0.0262, 'open': 100, 'close': 102, 'change_rate_today': 0.02, 'name': '豐祥-KY'}, {'id': '8080', 'reason': '', 'change_rate': 0.32, 'change_rate_new': 0.0032, 'open': 3.03, 'close': 3.13, 'change_rate_today': 0.033003300330033035, 'name': '永利聯合'}, {'id': '8097', 'reason': '', 'change_rate': -2.37, 'change_rate_new': -0.023700000000000002, 'open': 12.5, 'close': 12.35, 'change_rate_today': -0.012000000000000028, 'name': '常珵'}]}]",2020-08-14 12:17:25.026,2020-08-14 20:17:25.026,20,2020-08-17,2020-08-17,0.02032187218721873,-0.03541236534933456,,,,
19,"[{'symbol_id': 'FC0387', 'symbols': [{'id': '9928', 'reason': '', 'change_rate': 9.98, 'change_rate_new': 0.0998, 'open': 4.74, 'close': 4.74, 'change_rate_today': 0.0, 'name': '中視'}, {'id': '3536', 'reason': '', 'change_rate': 8.7, 'change_rate_new': 0.087, 'open': 3.3, 'close': 3.5, 'change_rate_today': 0.06060606060606066, 'name': '誠創'}, {'id': '5288', 'reason': '', 'change_rate': 2.62, 'change_rate_new': 0.0262, 'open': 100, 'close': 102, 'change_rate_today': 0.02, 'name': '豐祥-KY'}, {'id': '8080', 'reason': '', 'change_rate': 0.32, 'change_rate_new': 0.0032, 'open': 3.03, 'close': 3.13, 'change_rate_today': 0.033003300330033035, 'name': '永利聯合'}, {'id': '8097', 'reason': '', 'change_rate': -2.37, 'change_rate_new': -0.023700000000000002, 'open': 12.5, 'close': 12.35, 'change_rate_today': -0.012000000000000028, 'name': '常珵'}]}]",2020-08-17 12:17:19.237,2020-08-17 20:17:19.237,20,2020-08-18,2020-08-18,0.02032187218721873,-0.03541236534933456,,,,
20,"[{'symbol_id': 'FC0387', 'symbols': [{'id': '8442', 'reason': '', 'change_rate': -0.43, 'change_rate_new': -0.0043, 'open': 46, 'close': 46.15, 'change_rate_today': 0.0032608695652173603, 'name': '威宏-KY'}, {'id': '9929', 'reason': '', 'change_rate': 6.46, 'change_rate_new': 0.0646, 'open': 13.15, 'close': 14, 'change_rate_today': 0.06463878326996195, 'name': '秋雨'}, {'id': '2375', 'reason': '', 'change_rate': 0, 'change_rate_new': 0.0, 'open': 45.85, 'close': 48, 'change_rate_today': 0.04689203925845144, 'name': '凱美'}, {'id': '5276', 'reason': '', 'change_rate': 0, 'change_rate_new': 0.0, 'open': 9.26, 'close': 9.45, 'change_rate_today': 0.020518358531317442, 'name': '達輝-KY'}, {'id': '5310', 'reason': '', 'change_rate': 9.77, 'change_rate_new': 0.0977, 'open': 13.5, 'close': 14.6, 'change_rate_today': 0.08148148148148146, 'name': '天剛'}]}]",2020-08-18 12:17:21.969,2020-08-18 20:17:21.969,20,2020-08-19,2020-08-19,0.04335830642128593,0.006410520884032378,,,,
21,"[{'symbol_id': 'FC0387', 'symbols': [{'id': '8442', 'reason': '', 'change_rate': -0.43, 'change_rate_new': -0.0043, 'open': 46, 'close': 46.15, 'change_rate_today': 0.0032608695652173603, 'name': '威宏-KY'}, {'id': '9929', 'reason': '', 'change_rate': 6.46, 'change_rate_new': 0.0646, 'open': 13.15, 'close': 14, 'change_rate_today': 0.06463878326996195, 'name': '秋雨'}, {'id': '2375', 'reason': '', 'change_rate': 0, 'change_rate_new': 0.0, 'open': 45.85, 'close': 48, 'change_rate_today': 0.04689203925845144, 'name': '凱美'}, {'id': '5276', 'reason': '', 'change_rate': 0, 'change_rate_new': 0.0, 'open': 9.26, 'close': 9.45, 'change_rate_today': 0.020518358531317442, 'name': '達輝-KY'}, {'id': '5310', 'reason': '', 'change_rate': 9.77, 'change_rate_new': 0.0977, 'open': 13.5, 'close': 14.6, 'change_rate_today': 0.08148148148148146, 'name': '天剛'}]}]",2020-08-19 12:17:16.228,2020-08-19 20:17:16.228,20,2020-08-20,2020-08-20,0.04335830642128593,0.006410520884032378,,,,
22,"[{'symbol_id': 'FC0387', 'symbols': [{'id': '8442', 'reason': '', 'change_rate': -0.43, 'change_rate_new': -0.0043, 'open': 46, 'close': 46.15, 'change_rate_today': 0.0032608695652173603, 'name': '威宏-KY'}, {'id': '9929', 'reason': '', 'change_rate': 6.46, 'change_rate_new': 0.0646, 'open': 13.15, 'close': 14, 'change_rate_today': 0.06463878326996195, 'name': '秋雨'}, {'id': '2375', 'reason': '', 'change_rate': 0, 'change_rate_new': 0.0, 'open': 45.85, 'close': 48, 'change_rate_today': 0.04689203925845144, 'name': '凱美'}, {'id': '5276', 'reason': '', 'change_rate': 0, 'change_rate_new': 0.0, 'open': 9.26, 'close': 9.45, 'change_rate_today': 0.020518358531317442, 'name': '達輝-KY'}, {'id': '5310', 'reason': '', 'change_rate': 9.77, 'change_rate_new': 0.0977, 'open': 13.5, 'close': 14.6, 'change_rate_today': 0.08148148148148146, 'name': '天剛'}]}]",2020-08-20 12:17:23.434,2020-08-20 20:17:23.434,20,2020-08-21,2020-08-21,0.04335830642128593,0.006410520884032378,0.035378324202157634,-0.001687180810040969,0.5616134858467602,-0.7570501329562702
